kind,path,shape,dtype,size,num_attrs
dataset,/1gyx,"(76, 256)",float32,19456,0
dataset,/1gyz,"(60, 256)",float32,15360,0
dataset,/1gz0,"(254, 256)",float32,65024,0
dataset,/1gz2,"(139, 256)",float32,35584,0
dataset,/1gz6,"(302, 256)",float32,77312,0
dataset,/1gz7,"(534, 256)",float32,136704,0
dataset,/1gz8,"(292, 256)",float32,74752,0
dataset,/1gzc,"(239, 256)",float32,61184,0
dataset,/1gzd,"(554, 256)",float32,141824,0
dataset,/1gzg,"(329, 256)",float32,84224,0
dataset,/1gzk,"(274, 256)",float32,70144,0
dataset,/1gzs_chain_id_A,"(178, 256)",float32,45568,0
dataset,/1gzs_chain_id_B,"(165, 256)",float32,42240,0
dataset,/1h03,"(125, 256)",float32,32000,0
dataset,/1h05,"(139, 256)",float32,35584,0
dataset,/1h0c,"(388, 256)",float32,99328,0
dataset,/1h0d_chain_id_A,"(216, 256)",float32,55296,0
dataset,/1h0d_chain_id_B,"(223, 256)",float32,57088,0
dataset,/1h0d_chain_id_C,"(122, 256)",float32,31232,0
dataset,/1h0h_chain_id_A,"(977, 256)",float32,250112,0
dataset,/1h0h_chain_id_B,"(214, 256)",float32,54784,0
dataset,/1h0j,"(60, 256)",float32,15360,0
dataset,/1h0p,"(182, 256)",float32,46592,0
dataset,/1h0z,"(68, 256)",float32,17408,0
dataset,/1h12,"(404, 256)",float32,103424,0
dataset,/1h16,"(759, 256)",float32,194304,0
dataset,/1h1j,"(44, 256)",float32,11264,0
dataset,/1h1n,"(305, 256)",float32,78080,0
dataset,/1h1o,"(172, 256)",float32,44032,0
dataset,/1h1y,"(220, 256)",float32,56320,0
dataset,/1h20,"(39, 256)",float32,9984,0
dataset,/1h21,"(240, 256)",float32,61440,0
dataset,/1h2b,"(344, 256)",float32,88064,0
dataset,/1h2c,"(125, 256)",float32,32000,0
dataset,/1h2e,"(207, 256)",float32,52992,0
dataset,/1h2k,"(335, 256)",float32,85760,0
dataset,/1h2s_chain_id_A,"(225, 256)",float32,57600,0
dataset,/1h2s_chain_id_B,"(60, 256)",float32,15360,0
dataset,/1h2t_chain_id_A,"(706, 256)",float32,180736,0
dataset,/1h2t_chain_id_B,"(146, 256)",float32,37376,0
dataset,/1h2v_chain_id_A,"(724, 256)",float32,185344,0
dataset,/1h2v_chain_id_B,"(93, 256)",float32,23808,0
dataset,/1h30,"(405, 256)",float32,103680,0
dataset,/1h32_chain_id_A,"(261, 256)",float32,66816,0
dataset,/1h32_chain_id_B,"(138, 256)",float32,35328,0
dataset,/1h34,"(57, 256)",float32,14592,0
dataset,/1h3d,"(289, 256)",float32,73984,0
dataset,/1h3f,"(411, 256)",float32,105216,0
dataset,/1h3g,"(598, 256)",float32,153088,0
dataset,/1h3i,"(293, 256)",float32,75008,0
dataset,/1h3l,"(78, 256)",float32,19968,0
dataset,/1h3n,"(814, 256)",float32,208384,0
dataset,/1h3o_chain_id_A,"(49, 256)",float32,12544,0
dataset,/1h3o_chain_id_B,"(74, 256)",float32,18944,0
dataset,/1h3p_chain_id_A,"(220, 256)",float32,56320,0
dataset,/1h3p_chain_id_B,"(221, 256)",float32,56576,0
dataset,/1h3u,"(208, 256)",float32,53248,0
dataset,/1h3z,"(108, 256)",float32,27648,0
dataset,/1h41,"(705, 256)",float32,180480,0
dataset,/1h4a,"(174, 256)",float32,44544,0
dataset,/1h4b,"(84, 256)",float32,21504,0
dataset,/1h4g,"(206, 256)",float32,52736,0
dataset,/1h4p,"(408, 256)",float32,104448,0
dataset,/1h4r,"(294, 256)",float32,75264,0
dataset,/1h4u,"(249, 256)",float32,63744,0
dataset,/1h4v,"(410, 256)",float32,104960,0
dataset,/1h4w,"(234, 256)",float32,59904,0
dataset,/1h4x,"(111, 256)",float32,28416,0
dataset,/1h54,"(754, 256)",float32,193024,0
dataset,/1h59_chain_id_A,"(56, 256)",float32,14336,0
dataset,/1h59_chain_id_B,"(45, 256)",float32,11520,0
dataset,/1h5b,"(113, 256)",float32,28928,0
dataset,/1h5o,"(42, 256)",float32,10752,0
dataset,/1h5p,"(95, 256)",float32,24320,0
dataset,/1h5q,"(260, 256)",float32,66560,0
dataset,/1h5r,"(290, 256)",float32,74240,0
dataset,/1h5w,"(258, 256)",float32,66048,0
dataset,/1h5y,"(253, 256)",float32,64768,0
dataset,/1h64,"(71, 256)",float32,18176,0
dataset,/1h65,"(257, 256)",float32,65792,0
dataset,/1h67,"(108, 256)",float32,27648,0
dataset,/1h6d,"(383, 256)",float32,98048,0
dataset,/1h6f,"(186, 256)",float32,47616,0
dataset,/1h6g,"(254, 256)",float32,65024,0
dataset,/1h6h,"(143, 256)",float32,36608,0
dataset,/1h6i,"(225, 256)",float32,57600,0
dataset,/1h6k_chain_id_C,"(738, 256)",float32,188928,0
dataset,/1h6k_chain_id_F,"(81, 256)",float32,20736,0
dataset,/1h6l,"(353, 256)",float32,90368,0
dataset,/1h6p,"(195, 256)",float32,49920,0
dataset,/1h6q,"(168, 256)",float32,43008,0
dataset,/1h6r,"(231, 256)",float32,59136,0
dataset,/1h6t,"(291, 256)",float32,74496,0
dataset,/1h6u,"(308, 256)",float32,78848,0
dataset,/1h6v,"(491, 256)",float32,125696,0
dataset,/1h6w,"(151, 256)",float32,38656,0
dataset,/1h6y,"(157, 256)",float32,40192,0
dataset,/1h6z,"(903, 256)",float32,231168,0
dataset,/1h70,"(255, 256)",float32,65280,0
dataset,/1h72,"(296, 256)",float32,75776,0
dataset,/1h75,"(76, 256)",float32,19456,0
dataset,/1h76,"(682, 256)",float32,174592,0
dataset,/1h7c,"(103, 256)",float32,26368,0
dataset,/1h7e,"(245, 256)",float32,62720,0
dataset,/1h7n,"(340, 256)",float32,87040,0
dataset,/1h7s,"(326, 256)",float32,83456,0
dataset,/1h7v,"(60, 256)",float32,15360,0
dataset,/1h7z,"(191, 256)",float32,48896,0
dataset,/1h80,"(437, 256)",float32,111872,0
dataset,/1h8b,"(73, 256)",float32,18688,0
dataset,/1h8c,"(82, 256)",float32,20992,0
dataset,/1h8d_chain_id_A,"(269, 256)",float32,68864,0
dataset,/1h8d_chain_id_C,"(29, 256)",float32,7424,0
dataset,/1h8g,"(95, 256)",float32,24320,0
dataset,/1h8k,"(57, 256)",float32,14592,0
dataset,/1h8l,"(380, 256)",float32,97280,0
dataset,/1h8n,"(224, 256)",float32,57344,0
dataset,/1h8p,"(88, 256)",float32,22528,0
dataset,/1h8t_chain_id_A,"(290, 256)",float32,74240,0
dataset,/1h8t_chain_id_B,"(253, 256)",float32,64768,0
dataset,/1h8t_chain_id_C,"(238, 256)",float32,60928,0
dataset,/1h8t_chain_id_D,"(66, 256)",float32,16896,0
dataset,/1h8u,"(116, 256)",float32,29696,0
dataset,/1h8x,"(126, 256)",float32,32256,0
dataset,/1h95,"(79, 256)",float32,20224,0
dataset,/1h97,"(147, 256)",float32,37632,0
dataset,/1h98,"(77, 256)",float32,19712,0
dataset,/1h99,"(222, 256)",float32,56832,0
dataset,/1h9a,"(485, 256)",float32,124160,0
dataset,/1h9e,"(56, 256)",float32,14336,0
dataset,/1h9f,"(57, 256)",float32,14592,0
dataset,/1h9h_chain_id_A,"(233, 256)",float32,59648,0
dataset,/1h9h_chain_id_B,"(30, 256)",float32,7680,0
dataset,/1h9i_chain_id_A,"(233, 256)",float32,59648,0
dataset,/1h9i_chain_id_B,"(30, 256)",float32,7680,0
dataset,/1h9m,"(141, 256)",float32,36096,0
dataset,/1h9r,"(139, 256)",float32,35584,0
dataset,/1h9u,"(207, 256)",float32,52992,0
dataset,/1h9x,"(529, 256)",float32,135424,0
dataset,/1ha6,"(70, 256)",float32,17920,0
dataset,/1ha7_chain_id_A,"(162, 256)",float32,41472,0
dataset,/1ha7_chain_id_B,"(174, 256)",float32,44544,0
dataset,/1ha8,"(51, 256)",float32,13056,0
dataset,/1hae,"(63, 256)",float32,16128,0
dataset,/1har,"(203, 256)",float32,51968,0
dataset,/1hb6,"(86, 256)",float32,22016,0
dataset,/1hbk,"(89, 256)",float32,22784,0
dataset,/1hbn_chain_id_A,"(548, 256)",float32,140288,0
dataset,/1hbn_chain_id_B,"(442, 256)",float32,113152,0
dataset,/1hbn_chain_id_C,"(247, 256)",float32,63232,0
dataset,/1hbr_chain_id_A,"(141, 256)",float32,36096,0
dataset,/1hbr_chain_id_D,"(146, 256)",float32,37376,0
dataset,/1hbx_chain_id_E,"(89, 256)",float32,22784,0
dataset,/1hbx_chain_id_G,"(125, 256)",float32,32000,0
dataset,/1hc1,"(642, 256)",float32,164352,0
dataset,/1hc7,"(465, 256)",float32,119040,0
dataset,/1hc8,"(74, 256)",float32,18944,0
dataset,/1hc9,"(74, 256)",float32,18944,0
dataset,/1hcb,"(258, 256)",float32,66048,0
dataset,/1hcc,"(59, 256)",float32,15104,0
dataset,/1hcd,"(118, 256)",float32,30208,0
dataset,/1hcf_chain_id_A,"(122, 256)",float32,31232,0
dataset,/1hcf_chain_id_C,"(101, 256)",float32,25856,0
dataset,/1hci,"(475, 256)",float32,121600,0
dataset,/1hcn_chain_id_A,"(85, 256)",float32,21760,0
dataset,/1hcn_chain_id_B,"(110, 256)",float32,28160,0
dataset,/1hcq,"(74, 256)",float32,18944,0
dataset,/1hcr,"(52, 256)",float32,13312,0
dataset,/1hcu,"(489, 256)",float32,125184,0
dataset,/1hcv,"(116, 256)",float32,29696,0
dataset,/1hcz,"(250, 256)",float32,64000,0
dataset,/1hd0,"(75, 256)",float32,19200,0
dataset,/1hd2,"(161, 256)",float32,41216,0
dataset,/1hd6,"(37, 256)",float32,9472,0
dataset,/1hd7,"(269, 256)",float32,68864,0
dataset,/1hdc,"(254, 256)",float32,65024,0
dataset,/1hdf,"(100, 256)",float32,25600,0
dataset,/1hdg,"(334, 256)",float32,85504,0
dataset,/1hdh,"(525, 256)",float32,134400,0
dataset,/1hdi,"(413, 256)",float32,105728,0
dataset,/1hdj,"(77, 256)",float32,19712,0
dataset,/1hdl,"(55, 256)",float32,14080,0
dataset,/1hdm_chain_id_A,"(184, 256)",float32,47104,0
dataset,/1hdm_chain_id_B,"(183, 256)",float32,46848,0
dataset,/1hdo,"(205, 256)",float32,52480,0
dataset,/1hdp,"(63, 256)",float32,16128,0
dataset,/1hds_chain_id_A,"(141, 256)",float32,36096,0
dataset,/1hds_chain_id_B,"(145, 256)",float32,37120,0
dataset,/1he1_chain_id_A,"(135, 256)",float32,34560,0
dataset,/1he1_chain_id_C,"(176, 256)",float32,45056,0
dataset,/1he7,"(108, 256)",float32,27648,0
dataset,/1heh,"(88, 256)",float32,22528,0
dataset,/1hek,"(116, 256)",float32,29696,0
dataset,/1hey,"(127, 256)",float32,32512,0
dataset,/1hf2,"(206, 256)",float32,52736,0
dataset,/1hf8,"(263, 256)",float32,67328,0
dataset,/1hfc,"(157, 256)",float32,40192,0
dataset,/1hfe_chain_id_A,"(88, 256)",float32,22528,0
dataset,/1hfe_chain_id_B,"(397, 256)",float32,101632,0
dataset,/1hfi,"(62, 256)",float32,15872,0
dataset,/1hfo,"(113, 256)",float32,28928,0
dataset,/1hfu,"(503, 256)",float32,128768,0
dataset,/1hfx,"(123, 256)",float32,31488,0
dataset,/1hg4,"(241, 256)",float32,61696,0
dataset,/1hg7,"(66, 256)",float32,16896,0
dataset,/1hg8,"(349, 256)",float32,89344,0
dataset,/1hgu,"(189, 256)",float32,48384,0
dataset,/1hgx,"(164, 256)",float32,41984,0
dataset,/1hh1,"(127, 256)",float32,32512,0
dataset,/1hh2,"(344, 256)",float32,88064,0
dataset,/1hh4_chain_id_A,"(189, 256)",float32,48384,0
dataset,/1hh4_chain_id_C,"(191, 256)",float32,48896,0
dataset,/1hh5,"(68, 256)",float32,17408,0
dataset,/1hh8,"(192, 256)",float32,49152,0
dataset,/1hhl,"(129, 256)",float32,33024,0
dataset,/1hhn,"(101, 256)",float32,25856,0
dataset,/1hhs,"(664, 256)",float32,169984,0
dataset,/1hi6_chain_id_A,"(214, 256)",float32,54784,0
dataset,/1hi6_chain_id_B,"(213, 256)",float32,54528,0
dataset,/1hi7,"(60, 256)",float32,15360,0
dataset,/1hi9,"(274, 256)",float32,70144,0
dataset,/1hic,"(51, 256)",float32,13056,0
dataset,/1hil_chain_id_A,"(217, 256)",float32,55552,0
dataset,/1hil_chain_id_B,"(231, 256)",float32,59136,0
dataset,/1hiw,"(115, 256)",float32,29440,0
dataset,/1hix,"(187, 256)",float32,47872,0
dataset,/1hj3,"(548, 256)",float32,140288,0
dataset,/1hj8,"(233, 256)",float32,59648,0
dataset,/1hj9,"(233, 256)",float32,59648,0
dataset,/1hjq,"(332, 256)",float32,84992,0
dataset,/1hjr,"(158, 256)",float32,40448,0
dataset,/1hjx,"(362, 256)",float32,92672,0
dataset,/1hk8,"(561, 256)",float32,143616,0
dataset,/1hk9,"(68, 256)",float32,17408,0
dataset,/1hkf,"(108, 256)",float32,27648,0
dataset,/1hkh,"(279, 256)",float32,71424,0
dataset,/1hkn,"(131, 256)",float32,33536,0
dataset,/1hko,"(104, 256)",float32,26624,0
dataset,/1hkq,"(125, 256)",float32,32000,0
dataset,/1hks,"(106, 256)",float32,27136,0
dataset,/1hkv,"(446, 256)",float32,114176,0
dataset,/1hkx,"(144, 256)",float32,36864,0
dataset,/1hky,"(86, 256)",float32,22016,0
dataset,/1hl2,"(295, 256)",float32,75520,0
dataset,/1hl6_chain_id_A,"(130, 256)",float32,33280,0
dataset,/1hl6_chain_id_D,"(145, 256)",float32,37120,0
dataset,/1hl9,"(434, 256)",float32,111104,0
dataset,/1hlb,"(157, 256)",float32,40192,0
dataset,/1hlc,"(129, 256)",float32,33024,0
dataset,/1hle_chain_id_A,"(349, 256)",float32,89344,0
dataset,/1hle_chain_id_B,"(31, 256)",float32,7936,0
dataset,/1hlg,"(371, 256)",float32,94976,0
dataset,/1hlm,"(158, 256)",float32,40448,0
dataset,/1hlo,"(80, 256)",float32,20480,0
dataset,/1hlq,"(75, 256)",float32,19200,0
dataset,/1hlv,"(131, 256)",float32,33536,0
dataset,/1hlw,"(150, 256)",float32,38400,0
dataset,/1hly,"(39, 256)",float32,9984,0
dataset,/1hm5,"(556, 256)",float32,142336,0
dataset,/1hm6,"(343, 256)",float32,87808,0
dataset,/1hmf,"(77, 256)",float32,19712,0
dataset,/1hmj,"(68, 256)",float32,17408,0
dataset,/1hms,"(131, 256)",float32,33536,0
dataset,/1hn0,"(974, 256)",float32,249344,0
dataset,/1hn4,"(130, 256)",float32,33280,0
dataset,/1hn6,"(110, 256)",float32,28160,0
dataset,/1hnf,"(179, 256)",float32,45824,0
dataset,/1hnj,"(317, 256)",float32,81152,0
dataset,/1hnr,"(47, 256)",float32,12032,0
dataset,/1ho8,"(453, 256)",float32,115968,0
dataset,/1hov,"(163, 256)",float32,41728,0
dataset,/1hp2,"(37, 256)",float32,9472,0
dataset,/1hp3,"(32, 256)",float32,8192,0
dataset,/1hpc,"(131, 256)",float32,33536,0
dataset,/1hpg,"(210, 256)",float32,53760,0
dataset,/1hpi,"(71, 256)",float32,18176,0
dataset,/1hpl,"(450, 256)",float32,115200,0
dataset,/1hpt,"(56, 256)",float32,14336,0
dataset,/1hq0,"(295, 256)",float32,75520,0
dataset,/1hq1,"(78, 256)",float32,19968,0
dataset,/1hq8,"(123, 256)",float32,31488,0
dataset,/1hqi,"(90, 256)",float32,23040,0
dataset,/1hql,"(236, 256)",float32,60416,0
dataset,/1hqs,"(423, 256)",float32,108288,0
dataset,/1hqt,"(324, 256)",float32,82944,0
dataset,/1hqv,"(181, 256)",float32,46336,0
dataset,/1hqz,"(139, 256)",float32,35584,0
dataset,/1hr0_chain_id_C,"(234, 256)",float32,59904,0
dataset,/1hr0_chain_id_D,"(206, 256)",float32,52736,0
dataset,/1hr0_chain_id_E,"(208, 256)",float32,53248,0
dataset,/1hr0_chain_id_F,"(150, 256)",float32,38400,0
dataset,/1hr0_chain_id_G,"(101, 256)",float32,25856,0
dataset,/1hr0_chain_id_H,"(155, 256)",float32,39680,0
dataset,/1hr0_chain_id_I,"(138, 256)",float32,35328,0
dataset,/1hr0_chain_id_J,"(127, 256)",float32,32512,0
dataset,/1hr0_chain_id_K,"(98, 256)",float32,25088,0
dataset,/1hr0_chain_id_L,"(119, 256)",float32,30464,0
dataset,/1hr0_chain_id_M,"(124, 256)",float32,31744,0
dataset,/1hr0_chain_id_N,"(125, 256)",float32,32000,0
dataset,/1hr0_chain_id_O,"(60, 256)",float32,15360,0
dataset,/1hr0_chain_id_P,"(88, 256)",float32,22528,0
dataset,/1hr0_chain_id_Q,"(83, 256)",float32,21248,0
dataset,/1hr0_chain_id_R,"(104, 256)",float32,26624,0
dataset,/1hr0_chain_id_S,"(73, 256)",float32,18688,0
dataset,/1hr0_chain_id_T,"(80, 256)",float32,20480,0
dataset,/1hr0_chain_id_U,"(99, 256)",float32,25344,0
dataset,/1hr0_chain_id_W,"(71, 256)",float32,18176,0
dataset,/1hr6_chain_id_A,"(457, 256)",float32,116992,0
dataset,/1hr6_chain_id_D,"(443, 256)",float32,113408,0
dataset,/1hra,"(80, 256)",float32,20480,0
dataset,/1hrn,"(337, 256)",float32,86272,0
dataset,/1hro,"(105, 256)",float32,26880,0
dataset,/1hrt_chain_id_A,"(36, 256)",float32,9216,0
dataset,/1hrt_chain_id_B,"(260, 256)",float32,66560,0
dataset,/1hrt_chain_id_C,"(65, 256)",float32,16640,0
dataset,/1hru,"(186, 256)",float32,47616,0
dataset,/1hs5,"(34, 256)",float32,8704,0
dataset,/1hs7,"(97, 256)",float32,24832,0
dataset,/1hsb_chain_id_A,"(270, 256)",float32,69120,0
dataset,/1hsb_chain_id_B,"(99, 256)",float32,25344,0
dataset,/1hsj,"(487, 256)",float32,124672,0
dataset,/1hsk,"(303, 256)",float32,77568,0
dataset,/1hsl,"(238, 256)",float32,60928,0
dataset,/1hsm,"(79, 256)",float32,20224,0
dataset,/1hss,"(111, 256)",float32,28416,0
dataset,/1hst,"(74, 256)",float32,18944,0
dataset,/1ht6,"(404, 256)",float32,103424,0
dataset,/1hta,"(68, 256)",float32,17408,0
dataset,/1htj,"(182, 256)",float32,46592,0
dataset,/1htr_chain_id_A,"(43, 256)",float32,11008,0
dataset,/1htr_chain_id_B,"(329, 256)",float32,84224,0
dataset,/1htw,"(158, 256)",float32,40448,0
dataset,/1hu3,"(208, 256)",float32,53248,0
dataset,/1hu8,"(186, 256)",float32,47616,0
dataset,/1hui,"(29, 256)",float32,7424,0
dataset,/1hul,"(108, 256)",float32,27648,0
dataset,/1hun,"(69, 256)",float32,17664,0
dataset,/1hup,"(141, 256)",float32,36096,0
dataset,/1hus,"(139, 256)",float32,35584,0
dataset,/1huu,"(80, 256)",float32,20480,0
dataset,/1huw,"(178, 256)",float32,45568,0
dataset,/1hux,"(259, 256)",float32,66304,0
dataset,/1hv2,"(99, 256)",float32,25344,0
dataset,/1hv5,"(165, 256)",float32,42240,0
dataset,/1hv8,"(363, 256)",float32,92928,0
dataset,/1hvc,"(203, 256)",float32,51968,0
dataset,/1hvw,"(25, 256)",float32,6400,0
dataset,/1hvx,"(483, 256)",float32,123648,0
dataset,/1hvy,"(288, 256)",float32,73728,0
dataset,/1hw1,"(226, 256)",float32,57856,0
dataset,/1hw7,"(229, 256)",float32,58624,0
dataset,/1hw8,"(412, 256)",float32,105472,0
dataset,/1hwm_chain_id_A,"(251, 256)",float32,64256,0
dataset,/1hwm_chain_id_B,"(264, 256)",float32,67584,0
dataset,/1hwt,"(74, 256)",float32,18944,0
dataset,/1hwu,"(104, 256)",float32,26624,0
dataset,/1hwx,"(501, 256)",float32,128256,0
dataset,/1hx0,"(495, 256)",float32,126720,0
dataset,/1hx1_chain_id_A,"(377, 256)",float32,96512,0
dataset,/1hx1_chain_id_B,"(112, 256)",float32,28672,0
dataset,/1hx2,"(60, 256)",float32,15360,0
dataset,/1hx6,"(374, 256)",float32,95744,0
dataset,/1hx7,"(105, 256)",float32,26880,0
dataset,/1hx8,"(278, 256)",float32,71168,0
dataset,/1hxh,"(253, 256)",float32,64768,0
dataset,/1hxi,"(112, 256)",float32,28672,0
dataset,/1hxm_chain_id_A,"(206, 256)",float32,52736,0
dataset,/1hxm_chain_id_B,"(230, 256)",float32,58880,0
dataset,/1hxn,"(210, 256)",float32,53760,0
dataset,/1hxr,"(115, 256)",float32,29440,0
dataset,/1hxs_chain_id_A,"(291, 256)",float32,74496,0
dataset,/1hxs_chain_id_B,"(267, 256)",float32,68352,0
dataset,/1hxs_chain_id_C,"(235, 256)",float32,60160,0
dataset,/1hxs_chain_id_D,"(68, 256)",float32,17408,0
dataset,/1hy0,"(448, 256)",float32,114688,0
dataset,/1hy5,"(121, 256)",float32,30976,0
dataset,/1hy7,"(173, 256)",float32,44288,0
dataset,/1hy9,"(41, 256)",float32,10496,0
dataset,/1hye,"(308, 256)",float32,78848,0
dataset,/1hyh,"(304, 256)",float32,77824,0
dataset,/1hyk,"(46, 256)",float32,11776,0
dataset,/1hym,"(44, 256)",float32,11264,0
dataset,/1hyn,"(302, 256)",float32,77312,0
dataset,/1hyo,"(419, 256)",float32,107264,0
dataset,/1hyp,"(75, 256)",float32,19200,0
dataset,/1hyq,"(232, 256)",float32,59392,0
dataset,/1hyr_chain_id_A,"(128, 256)",float32,32768,0
dataset,/1hyr_chain_id_C,"(275, 256)",float32,70400,0
dataset,/1hyu,"(521, 256)",float32,133376,0
dataset,/1hyv,"(149, 256)",float32,38144,0
dataset,/1hyw,"(58, 256)",float32,14848,0
dataset,/1hz4,"(366, 256)",float32,93696,0
dataset,/1hz6,"(67, 256)",float32,17152,0
dataset,/1hzd,"(266, 256)",float32,68096,0
dataset,/1hzf,"(305, 256)",float32,78080,0
dataset,/1hzh_chain_id_A,"(492, 256)",float32,125952,0
dataset,/1hzh_chain_id_C,"(215, 256)",float32,55040,0
dataset,/1hzm,"(154, 256)",float32,39424,0
dataset,/1hzo,"(267, 256)",float32,68352,0
dataset,/1hzt,"(153, 256)",float32,39168,0
dataset,/1hzu,"(521, 256)",float32,133376,0
dataset,/1i07,"(59, 256)",float32,15104,0
dataset,/1i0a,"(453, 256)",float32,115968,0
dataset,/1i0d,"(331, 256)",float32,84736,0
dataset,/1i0e,"(366, 256)",float32,93696,0
dataset,/1i0r,"(168, 256)",float32,43008,0
dataset,/1i0u,"(82, 256)",float32,20992,0
dataset,/1i0v,"(104, 256)",float32,26624,0
dataset,/1i0z,"(332, 256)",float32,84992,0
dataset,/1i10,"(331, 256)",float32,84736,0
dataset,/1i11,"(70, 256)",float32,17920,0
dataset,/1i12,"(160, 256)",float32,40960,0
dataset,/1i16,"(130, 256)",float32,33280,0
dataset,/1i17,"(107, 256)",float32,27392,0
dataset,/1i1c,"(205, 256)",float32,52480,0
dataset,/1i1g,"(140, 256)",float32,35840,0
dataset,/1i1i,"(665, 256)",float32,170240,0
dataset,/1i1j,"(106, 256)",float32,27136,0
dataset,/1i1n,"(224, 256)",float32,57344,0
dataset,/1i1q_chain_id_A,"(512, 256)",float32,131072,0
dataset,/1i1q_chain_id_B,"(192, 256)",float32,49152,0
dataset,/1i1r_chain_id_A,"(301, 256)",float32,77056,0
dataset,/1i1r_chain_id_B,"(167, 256)",float32,42752,0
dataset,/1i1w,"(302, 256)",float32,77312,0
dataset,/1i24,"(393, 256)",float32,100608,0
dataset,/1i25,"(37, 256)",float32,9472,0
dataset,/1i26,"(34, 256)",float32,8704,0
dataset,/1i27,"(73, 256)",float32,18688,0
dataset,/1i2a,"(212, 256)",float32,54272,0
dataset,/1i2h,"(145, 256)",float32,37120,0
dataset,/1i2k,"(269, 256)",float32,68864,0
dataset,/1i2m_chain_id_A,"(170, 256)",float32,43520,0
dataset,/1i2m_chain_id_D,"(390, 256)",float32,99840,0
dataset,/1i2s,"(260, 256)",float32,66560,0
dataset,/1i2t,"(61, 256)",float32,15616,0
dataset,/1i2v,"(44, 256)",float32,11264,0
dataset,/1i32,"(358, 256)",float32,91648,0
dataset,/1i36,"(262, 256)",float32,67072,0
dataset,/1i39,"(200, 256)",float32,51200,0
dataset,/1i3c,"(144, 256)",float32,36864,0
dataset,/1i3d,"(146, 256)",float32,37376,0
dataset,/1i3j,"(96, 256)",float32,24576,0
dataset,/1i3o_chain_id_B,"(102, 256)",float32,26112,0
dataset,/1i3o_chain_id_C,"(149, 256)",float32,38144,0
dataset,/1i3o_chain_id_E,"(111, 256)",float32,28416,0
dataset,/1i3r_chain_id_A,"(182, 256)",float32,46592,0
dataset,/1i3r_chain_id_B,"(216, 256)",float32,55296,0
dataset,/1i3u,"(126, 256)",float32,32256,0
dataset,/1i3z,"(103, 256)",float32,26368,0
dataset,/1i40,"(175, 256)",float32,44800,0
dataset,/1i42,"(89, 256)",float32,22784,0
dataset,/1i4a,"(309, 256)",float32,79104,0
dataset,/1i4d_chain_id_A,"(191, 256)",float32,48896,0
dataset,/1i4d_chain_id_C,"(177, 256)",float32,45312,0
dataset,/1i4f_chain_id_A,"(275, 256)",float32,70400,0
dataset,/1i4f_chain_id_B,"(100, 256)",float32,25600,0
dataset,/1i4j,"(113, 256)",float32,28928,0
dataset,/1i4k,"(73, 256)",float32,18688,0
dataset,/1i4m,"(108, 256)",float32,27648,0
dataset,/1i4n,"(251, 256)",float32,64256,0
dataset,/1i4p,"(239, 256)",float32,61184,0
dataset,/1i4u,"(181, 256)",float32,46336,0
dataset,/1i4w,"(322, 256)",float32,82432,0
dataset,/1i4y,"(113, 256)",float32,28928,0
dataset,/1i52,"(225, 256)",float32,57600,0
dataset,/1i58,"(189, 256)",float32,48384,0
dataset,/1i5e,"(208, 256)",float32,53248,0
dataset,/1i5h,"(50, 256)",float32,12800,0
dataset,/1i5k_chain_id_B,"(80, 256)",float32,20480,0
dataset,/1i5k_chain_id_C,"(26, 256)",float32,6656,0
dataset,/1i5n,"(129, 256)",float32,33024,0
dataset,/1i5p,"(633, 256)",float32,162048,0
dataset,/1i5z,"(207, 256)",float32,52992,0
dataset,/1i60,"(276, 256)",float32,70656,0
dataset,/1i6a,"(212, 256)",float32,54272,0
dataset,/1i6l,"(325, 256)",float32,83200,0
dataset,/1i6p,"(214, 256)",float32,54784,0
dataset,/1i6u,"(129, 256)",float32,33024,0
dataset,/1i6v_chain_id_B,"(230, 256)",float32,58880,0
dataset,/1i6v_chain_id_C,"(1114, 256)",float32,285184,0
dataset,/1i6v_chain_id_D,"(1201, 256)",float32,307456,0
dataset,/1i6z,"(135, 256)",float32,34560,0
dataset,/1i71,"(83, 256)",float32,21248,0
dataset,/1i74,"(309, 256)",float32,79104,0
dataset,/1i77,"(107, 256)",float32,27392,0
dataset,/1i78,"(297, 256)",float32,76032,0
dataset,/1i7a,"(103, 256)",float32,26368,0
dataset,/1i7d,"(620, 256)",float32,158720,0
dataset,/1i7h,"(109, 256)",float32,27904,0
dataset,/1i7k,"(146, 256)",float32,37376,0
dataset,/1i7n,"(308, 256)",float32,78848,0
dataset,/1i7q_chain_id_A,"(517, 256)",float32,132352,0
dataset,/1i7q_chain_id_B,"(194, 256)",float32,49664,0
dataset,/1i7z_chain_id_A,"(219, 256)",float32,56064,0
dataset,/1i7z_chain_id_B,"(232, 256)",float32,59392,0
dataset,/1i8a,"(189, 256)",float32,48384,0
dataset,/1i8d,"(206, 256)",float32,52736,0
dataset,/1i8f,"(77, 256)",float32,19712,0
dataset,/1i8g,"(39, 256)",float32,9984,0
dataset,/1i8k_chain_id_A,"(106, 256)",float32,27136,0
dataset,/1i8k_chain_id_B,"(119, 256)",float32,30464,0
dataset,/1i8l_chain_id_A,"(199, 256)",float32,50944,0
dataset,/1i8l_chain_id_C,"(118, 256)",float32,30208,0
dataset,/1i8n,"(89, 256)",float32,22784,0
